V101,gender,educ,race,pid7,pid3,ideo5,emote,treatd,lovec,auth,purity,math,weak,unfair,betray,conform,disgust,cruel,rights,loyal,chaos,goddis,compat,treatf,proudc,authc,nodisgust,dogood,hurt,justice,loyalf,roles,notnat,kill,rich,team,obey,chaste,religattend,income,age,state,zip,county,inputstate
164530191,2,5,3,1,1,1,5,,,,5,2,6,5,,,,6,,,4,1,5,6,,,3,6,5,,5,,,,4,,,1,6,12,28,NJ,8902,Middlesex NJ,34
164533006,2,2,1,,3,3,,5,3,,4,,,,5,,3,,5,4,,4,3,,,6,4,6,3,4,,,,,,4,,4,4,5,36,IL,62883,Jefferson IL,17
164533197,2,2,1,,,,,,,4,,2,,5,6,2,1,,6,5,,,,,,4,4,,6,,,,4,2,4,1,5,,5,2,53,CA,94578,Alameda CA,6
164544047,1,2,2,1,1,2,,,5,6,5,,,,,4,4,,6,5,6,,5,,,6,,6,5,5,,5,5,,3,,,,3,4,61,TX,77099,Harris TX,48
164544197,2,2,1,7,2,4,3,,,4,5,1,4,,4,,,4,4,,,,4,,6,,5,,4,,,,4,6,3,,5,,2,5,50,PA,18969,Montgomery PA,42
164550957,1,2,1,6,2,,1,,1,1,,1,1,,1,,,1,,,1,,,6,6,6,6,,,,,,,,,,,,5,1,45,PA,19131,Philadelphia PA,42
164551038,2,2,1,4,3,2,3,,,,3,,,3,3,3,,,3,3,3,,3,,4,,,4,4,,,4,,3,4,,3,,3,8,28,WI,54304,Brown WI,55
164554618,1,1,1,4,,,5,4,,4,,,,,4,,4,,,4,5,5,,,,6,5,,4,5,4,5,5,3,,,,,1,1,36,AZ,85120,Pinal AZ,4
164556624,2,3,1,6,2,4,5,,,5,,1,3,,,,6,,5,4,,5,,5,6,,,6,5,5,,,6,,,,5,5,5,2,52,TN,38556,Fentress TN,47
164558043,2,2,1,7,2,5,3,,3,,,,,,3,2,4,5,5,,,5,,4,,,2,6,,4,4,,5,,1,,,6,2,9,49,NE,68504,Lancaster NE,31
164558074,2,5,8,4,3,3,3,3,,3,,1,3,,3,,,3,5,,,,,6,,4,,,3,6,3,2,4,,,,5,,2,6,22,TX,78731,Travis TX,48
164577853,2,5,1,5,3,4,5,2,1,1,,,,,5,1,,4,,4,,,,1,,,,,1,1,,6,,2,,1,4,4,3,2,26,WA,99208,Spokane WA,53
164589248,2,3,4,2,1,3,4,,,,,,,4,3,,4,3,3,3,,3,3,3,4,6,,4,,4,,,,3,4,,,,3,4,19,CA,91780,Los Angeles CA,6
164589445,2,3,2,1,1,2,6,6,,6,,6,,,,,6,6,,6,6,,6,6,,6,6,,,,6,,,6,,6,,6,4,3,33,NC,28212,Mecklenburg NC,37
164589522,1,2,1,2,1,2,,,3,3,3,,4,6,3,,2,,,3,,,,,,,,6,5,4,,2,,6,5,3,3,,6,4,32,IA,52806,Scott IA,19
164625185,2,2,3,1,1,,,6,,6,,,,6,6,6,6,,6,6,,,4,4,,,,,4,4,4,,,4,,4,4,,5,6,61,IL,60638,Cook IL,17
164625377,2,5,1,1,1,2,3,,,2,,1,3,4,,,,5,5,,6,,5,,5,5,,6,6,,,,3,,,,3,2,6,8,29,KY,40047,Bullitt KY,21
164637563,2,2,1,1,1,3,5,,5,,,,5,6,4,,,4,6,6,,,5,6,6,,,6,,6,3,,4,,4,,,,2,4,68,NY,14754,Allegany NY,36
164637752,1,5,1,,1,4,2,3,2,,,,,,2,3,,2,,3,,4,,,,,2,3,,,,3,3,3,2,4,3,,2,4,27,TX,78541,Hidalgo TX,48
164638311,1,1,1,4,3,3,5,,5,5,6,,6,,,,,6,,5,6,,,6,,6,6,,6,6,5,,,6,6,,,,5,3,54,ID,83703,Ada ID,16
164642371,1,3,1,5,3,5,5,5,,,5,2,,,5,1,,,,5,5,,5,,2,,5,,5,1,,6,1,,3,,,,5,10,24,NJ,7869,Morris NJ,34
164642449,1,5,2,2,1,3,,,,5,,,5,,6,2,2,,6,4,,1,,,,,,6,4,,2,1,,3,2,3,4,,2,2,25,TX,77014,Harris TX,48
164642553,1,3,1,6,2,3,5,6,5,3,,,6,6,,,,,6,,,6,,5,,6,5,5,5,,,4,,,,5,5,,4,1,20,MN,55345,Hennepin MN,27
164646165,2,5,3,2,1,1,,6,,,,5,5,5,5,,5,5,,,5,,5,,,6,,6,6,,,6,6,,5,,,5,5,3,22,SC,29040,Sumter SC,45
164646436,1,3,3,3,3,,4,3,,,,,,4,3,,3,,5,,4,4,4,,3,,,,,3,3,,,4,1,,4,3,5,2,42,CA,91910,San Diego CA,6
164646599,1,2,1,1,1,3,5,,2,,3,1,4,,,1,,6,,4,,,6,6,5,,,6,,,,1,,,4,3,,2,6,3,39,TX,75420,Hopkins TX,48
164655398,2,2,1,2,1,3,5,5,5,5,4,,,4,,,,5,5,,,,,6,,,6,6,,,,3,5,5,2,2,,,2,2,69,AZ,85614,Pima AZ,4
164655438,1,3,1,6,2,2,5,,,5,5,2,,5,4,5,,,,,5,,6,6,,,6,,6,,5,3,,,2,4,,,5,5,30,TN,37073,Robertson TN,47
164659160,1,3,2,2,1,3,5,,1,,5,,4,5,,4,,,3,4,,,,,5,,4,6,,,,,3,5,6,1,,1,5,3,24,TX,75115,Dallas TX,48
164659483,2,4,1,2,1,3,,5,,,3,5,4,5,,3,,5,,4,,,,,5,5,,,,,4,,2,6,1,5,,4,6,7,27,AL,35758,Madison AL,1
164665259,2,3,1,7,2,4,6,6,5,5,6,2,5,5,5,5,4,5,5,5,4,6,6,6,5,6,5,6,6,5,4,4,5,3,1,4,3,5,2,2,52,MO,65535,Crawford MO,29
164681684,2,2,2,1,1,1,2,3,4,5,6,2,4,4,6,4,5,5,3,3,5,5,4,6,3,6,6,6,6,5,3,1,6,4,3,4,5,5,5,5,30,MS,39212,Hinds MS,28
164686032,2,5,1,4,3,3,,4,,4,,,,,4,,4,4,,4,4,4,,,4,4,4,,,4,,,4,,,4,4,4,2,7,23,FL,32934,Brevard FL,12
164696676,2,2,3,1,1,3,,,,,3,,3,3,3,3,3,,,3,,3,3,,3,3,3,,3,,3,,,,,3,3,,2,1,44,AZ,85029,Maricopa AZ,4
164701520,1,2,1,1,1,,,5,,5,5,,,5,5,,,5,,,5,5,5,,6,,6,5,6,5,,5,6,,,,,,3,,61,GA,31065,Laurens GA,13
164701642,2,2,1,1,1,3,6,,,,,,6,,5,,5,,6,6,6,6,6,,,,,6,6,6,6,,,6,,,6,6,4,,75,IL,60409,Cook IL,17
164712831,1,2,1,7,2,4,4,,6,,6,4,,4,,,,,5,5,,5,,6,,,,6,,,5,4,,,,,,,5,1,53,FL,34609,Hernando FL,12
164715084,1,2,1,7,2,5,6,5,,1,,,5,,,,2,6,,4,6,,6,6,5,5,,,6,,5,5,,1,,,,,5,5,64,OH,44483,Trumbull OH,39
164719525,1,5,1,2,1,2,3,3,3,3,,,3,3,,3,,,3,,,,,4,,4,,4,4,,4,,4,,,4,4,,6,7,27,CA,94523,Contra Costa CA,6
164722615,2,5,1,3,,2,5,5,,,,3,,4,,,4,,5,4,4,,,,5,,4,5,3,4,3,4,,,5,,,,6,4,24,KY,42653,McCreary KY,21
164722694,1,3,1,1,1,1,,5,,,,,5,,4,2,3,4,,3,,1,,5,4,,3,,,4,,2,1,,3,,4,,6,2,22,MN,55947,Houston MN,27
164738861,2,2,1,1,1,4,,,,,5,2,5,,5,4,4,,5,5,,,,,6,,6,6,,6,5,6,5,,,,,5,2,4,75,FL,34997,Martin FL,12
164749836,2,2,1,1,1,2,,,3,,,1,3,,3,,3,,5,,5,1,5,6,6,5,,,,5,,,,,,2,3,1,6,8,65,NY,11714,Nassau NY,36
164759063,1,2,1,7,2,4,4,3,,4,,,,4,4,4,,,4,4,,,,4,6,,6,,2,4,,,6,,1,,,6,2,4,49,ME,4419,Penobscot ME,23
164759644,2,3,1,2,1,3,4,3,,,,2,4,3,4,,,,,4,,2,3,,2,2,3,5,,,,,4,,5,,,2,4,2,26,MO,63383,Warren MO,29
164764679,2,2,1,5,3,4,,3,,,,,3,,5,2,2,,5,3,5,,,4,5,,,5,,5,,5,2,,,2,,5,5,5,66,PA,15090,Allegheny PA,42
164764824,2,1,1,2,1,2,,5,,5,6,,,6,,,4,,6,,4,6,,6,,4,3,,4,,,4,4,6,,,,6,2,2,19,WV,25121,Logan WV,54
164775186,1,2,1,6,2,3,,5,,4,3,,4,3,3,,4,,,,,2,5,,6,6,5,6,,,,,3,,2,,,2,6,3,60,IL,62901,Jackson IL,17
164781997,1,3,1,5,,4,,4,,2,,2,2,,,2,2,,2,,4,,,6,6,,,6,5,5,,,,3,1,,3,,6,14,58,CA,92024,San Diego CA,6
164792552,2,5,1,5,,3,4,,5,5,5,2,,5,5,,,,6,,,,,6,4,,5,,3,,,2,,1,2,,6,,1,1,27,AK,99737,Southeast Fairbanks Census Area AK,2
164792821,2,2,1,1,1,3,,5,,4,3,,4,5,,,4,,,3,,1,,,,,,6,6,,5,1,,5,4,4,4,,6,2,65,NV,89403,Lyon NV,32
164796520,1,2,1,4,3,3,,3,,,2,1,3,4,4,,3,,,4,,,4,,,,3,,,,5,3,,6,4,,4,3,6,8,27,LA,71225,Ouachita Parish LA,22
164796706,2,2,1,7,2,4,3,,,,,1,2,5,,,5,,,4,4,4,5,,,,,6,6,,4,5,2,,1,,1,,4,3,67,NY,14228,Erie NY,36
164802831,2,3,1,7,2,4,,3,5,,,,2,3,3,2,,,,3,3,,,,,5,2,,,5,3,,2,3,,,4,2,6,1,59,WA,98166,King WA,53
164808094,2,2,2,1,1,2,,6,5,6,,2,6,,,,,,,6,6,6,6,,,,6,6,6,,5,5,4,,,,,5,4,,68,PA,19138,Philadelphia PA,42
164811986,1,1,1,2,1,3,4,5,,4,5,3,,5,,5,4,,,,,,5,6,5,,4,,,6,,,4,,,,4,4,6,6,54,NC,28112,Union NC,37
164822261,2,2,2,1,1,1,,6,,5,5,,,6,,2,6,6,,,5,,,,5,,,6,5,6,3,,5,6,6,,,,3,5,60,FL,33319,Broward FL,12
164822675,1,2,1,3,3,3,,,4,,3,,2,5,,3,5,,,,5,4,,,,,,5,3,5,,,5,3,3,5,3,,4,8,60,PA,17963,Schuylkill PA,42
164825917,2,2,1,1,1,1,2,,3,,2,,5,5,,,3,5,,,2,,6,,,6,1,,,,2,,,1,,1,5,2,6,10,68,CA,90804,Los Angeles CA,6
164829693,2,5,3,6,2,3,,,4,,,2,2,3,,,,4,4,4,2,,,3,6,1,3,,,3,,,,5,,4,,3,2,3,43,FL,33140,Miami-Dade FL,12
164840884,1,6,1,1,1,1,5,,,,,,6,,3,1,3,,,2,4,1,6,,,,,6,5,5,,2,,5,6,3,,,4,6,28,VA,23223,Henrico VA,51
164841500,2,3,1,,,,,6,,,,,6,6,6,,6,6,6,,6,,6,,1,2,,,,,6,,,,2,,3,4,6,1,24,TN,37922,Knox TN,47
164845840,1,2,1,7,2,5,,,,6,6,3,5,6,,,6,,5,,6,,,6,,6,6,6,6,,,,6,,1,1,,,2,3,74,TX,78343,Nueces TX,48
164863116,1,3,1,7,2,5,,4,,5,5,5,,,,5,5,,5,5,,,5,,,,5,,5,,,5,,6,2,,3,5,2,6,71,AZ,85209,Maricopa AZ,4
164863426,2,2,1,7,2,4,5,5,3,3,5,1,5,5,4,4,4,6,6,4,5,2,5,6,6,6,4,6,4,6,5,6,4,2,1,2,6,4,6,,61,CO,80643,Weld CO,8
164872068,1,5,4,2,1,2,,5,2,,2,2,,5,,2,3,,,,,1,5,6,,2,3,6,3,5,,,,,,4,,,5,,26,WA,98118,King WA,53
164879945,2,3,1,,3,3,4,,,,,,6,5,3,,5,,6,,6,6,6,6,6,,,6,,,,,5,1,4,,5,,5,,64,TX,76527,Williamson TX,48
164883797,1,2,1,,2,4,3,,,,,3,,,3,3,3,,,5,3,5,,,6,,,6,5,6,5,,,5,2,4,,,6,8,57,NY,14522,Wayne NY,36
164912639,2,4,1,6,2,3,,,,,5,3,,5,5,2,,5,5,4,,,5,,6,,,,6,6,5,,4,,1,,,5,4,11,55,AL,35811,Madison AL,1
164920812,1,2,1,5,3,4,,3,4,4,4,,,,3,4,,,4,,3,,,,6,,5,,,,,4,,5,4,3,6,4,3,9,57,WI,53132,Milwaukee WI,55
164932522,1,2,1,3,3,2,5,5,,4,,,,,2,2,,,,2,4,1,4,5,5,,,,,,3,,3,,1,3,5,,5,2,53,MO,63104,St. Louis city MO,29
164934334,1,2,1,6,2,,,,5,,,,5,5,5,5,5,,,5,5,,,6,,6,6,6,,,,4,4,,,5,,5,4,5,42,PA,15534,Bedford PA,42
164949999,2,2,1,5,3,3,,5,5,4,6,,,,6,5,,,,4,,,,6,,5,,6,6,,5,5,4,,,4,,,3,8,65,TX,77845,Brazos TX,48
164950375,2,2,1,4,,,6,,5,,,,,5,,,3,,6,4,5,3,6,,5,,5,,,,4,4,5,,,5,6,,5,5,34,MI,48091,Macomb MI,26
164950410,2,2,1,3,3,3,,,,,4,,5,3,5,4,5,,5,5,,,,,,6,5,6,6,,,,5,5,,5,6,,4,4,71,MN,55118,Dakota MN,27
164957826,2,2,1,1,1,3,,6,6,,6,,5,5,,,6,,,6,6,,5,6,5,,,,6,,,1,5,,2,1,,,,3,78,WI,53402,Racine WI,55
164962087,2,4,2,1,1,3,5,5,,,,2,,3,4,,,5,5,,4,,1,,3,6,,6,,6,3,1,,,1,,,,5,11,49,TX,75052,Dallas TX,48
164964981,1,2,1,2,1,3,5,5,,,6,1,,4,,4,,,,4,6,,,6,4,5,,,6,,5,,4,,,,4,3,5,2,56,IA,51443,Carroll IA,19
164965349,2,3,2,1,1,2,,6,,5,5,,,,6,,4,6,5,5,,,,,4,,,,,5,3,1,4,,1,3,5,,3,2,29,TN,37013,Davidson TN,47
164970960,2,3,1,7,2,4,,,6,3,5,1,,,,,,,6,4,3,4,,6,6,6,6,,6,,6,,6,,2,,,,2,10,52,CA,92646,Orange CA,6
164975487,2,1,2,1,1,1,5,,4,,6,,,5,3,4,,6,,,5,,,,,,,,,,,,,,,,,,6,2,62,FL,34759,Polk FL,12
164978948,2,2,1,6,2,2,5,5,5,,5,1,,1,,,1,,,,,1,,,6,,,6,,6,6,,4,,,5,5,5,1,,76,ND,58545,Mercer ND,38
164998843,2,2,1,1,1,2,6,6,5,6,6,4,5,6,6,5,4,6,6,5,5,5,6,6,6,6,4,5,6,5,6,5,6,6,5,4,6,6,5,3,65,TN,38366,Madison TN,47
165003182,2,5,2,,3,3,5,6,4,4,2,1,4,6,5,2,3,6,6,3,4,3,5,4,3,6,2,5,5,4,4,4,2,2,2,1,5,3,3,6,46,GA,30080,Cobb GA,13
165005456,2,3,3,1,1,1,,,1,1,,1,,,1,,,6,6,1,2,,,,,4,,6,6,5,1,1,,,,1,1,,6,5,40,MA,2184,Norfolk MA,25
165018039,2,2,1,3,3,2,,,3,,,5,,,,4,5,5,5,,5,5,,6,5,,,6,,6,1,,,3,1,1,,,4,4,76,MN,55705,St. Louis MN,27
165019982,1,1,1,2,1,3,,,,,6,,6,6,6,,6,6,,6,6,,,,6,6,6,,6,6,6,,,6,,,,6,5,2,73,ME,4046,York ME,23
165033985,1,2,1,6,2,3,,,6,5,5,4,5,,5,,,,6,6,,,,,,6,5,6,,,,5,5,,4,4,,4,5,7,53,PA,16002,Butler PA,42
165061699,2,2,1,4,3,3,5,,,,5,1,,6,,2,,6,6,5,,,5,,5,,3,,,5,,,1,3,1,3,,,4,6,74,FL,33467,Palm Beach FL,12
165062603,2,3,1,4,3,3,,6,,,,1,,6,,,4,5,,4,5,2,,5,6,5,,6,,3,5,,,,,,5,4,5,4,30,IL,61084,Ogle IL,17
165070517,2,3,1,5,3,4,6,,1,4,6,1,,,5,4,,,3,,,,5,,2,,2,,3,,,6,,4,1,4,,,4,7,28,AR,72704,Washington AR,5
165073877,1,2,2,1,1,1,6,,6,,6,6,,6,,,6,,,,6,6,,6,2,6,6,,6,,,,5,5,,6,,,1,3,63,IL,60620,Cook IL,17
165081961,2,6,1,5,3,3,,5,,5,,,5,,5,,,5,5,5,,4,,,6,,5,6,6,,5,,,5,,2,2,,5,9,27,FL,33020,Broward FL,12
165082212,1,3,1,5,,3,4,5,3,3,5,2,,,,2,2,,,,,,,,3,,,6,6,,5,4,3,,,,2,2,5,5,28,KS,67207,Sedgwick KS,20
165089675,1,2,3,7,2,5,5,,5,,,4,,,5,,5,5,,5,,5,6,,6,6,,,,6,6,,,6,,6,,6,4,4,69,CA,90604,Los Angeles CA,6
165093709,2,2,2,1,1,3,,6,3,,,4,5,,5,3,,,,,5,6,5,6,4,6,,,,,5,,4,3,,,,4,6,4,42,IN,46219,Marion IN,18
165097504,2,6,3,5,3,5,,,4,3,6,,5,,,,,,4,4,3,6,,4,,6,5,6,5,,,6,,,,,5,6,1,4,28,WA,98104,King WA,53
165102651,2,2,2,1,1,2,,5,,,5,,2,5,5,,,,5,,5,3,6,6,,1,3,,6,,4,,2,,,1,,,5,3,63,PA,19153,Philadelphia PA,42
165106626,2,5,2,1,1,,5,4,,,,,6,5,5,,,,4,4,4,,,6,,,,,,,3,1,2,6,3,2,5,,1,5,24,TX,75217,Dallas TX,48
165113485,2,3,3,1,1,4,,,2,6,,1,,5,5,,4,4,,,5,,6,,6,,,6,5,,,6,,6,4,5,,,2,7,49,TX,78572,Hidalgo TX,48
165117359,2,5,6,5,3,3,,4,3,,6,1,,,4,2,5,,5,,,,,,3,,6,,3,,3,6,4,6,,4,,,1,1,28,AR,72143,White AR,5
165117954,2,2,1,,,,,5,5,6,,,,,6,,,6,6,,5,6,,,5,5,6,6,,6,,6,6,,,,4,,2,2,54,GA,30134,Douglas GA,13
165120739,1,1,3,4,3,3,,1,1,1,1,,,,,,1,,,1,1,1,1,1,,,1,1,,1,,1,,,1,,,1,5,2,80,IL,60631,Cook IL,17
165125611,1,2,2,1,1,2,,6,,,6,3,5,5,,4,,6,6,,,,,,3,,,6,6,6,,,,1,5,5,,5,5,6,54,MD,20737,Prince Georges MD,24
165188043,2,5,4,2,1,3,4,3,4,4,4,4,3,3,3,3,4,3,4,4,4,4,3,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,2,3,31,CA,92618,Orange CA,6
165222903,2,5,2,1,1,2,,,4,4,,1,4,,,2,,5,5,4,,,6,5,,,,6,6,6,,5,,,3,,,6,6,10,44,TX,77007,Harris TX,48
165227838,2,3,1,2,1,4,1,5,5,6,6,1,4,5,6,5,6,6,6,5,5,4,6,6,6,6,6,6,6,6,3,4,5,4,2,3,4,5,3,3,61,MI,48035,Macomb MI,26
165246326,2,2,2,1,1,2,5,,5,6,,,5,5,,4,3,,6,,,,5,6,,,,6,6,,5,,,5,,4,6,,6,2,51,OH,44446,Trumbull OH,39
165251642,1,3,2,3,3,,3,,3,,,3,,,3,3,,3,3,,3,,,6,6,,,6,2,5,,,5,,,,5,5,,6,22,VA,23831,Chesterfield VA,51
165277902,1,2,2,1,1,4,,3,4,,,,3,3,5,4,,,6,,,5,5,5,,,5,6,,,4,,3,,3,,,3,4,4,48,MD,20743,Prince Georges MD,24
165280313,2,2,2,4,3,5,,,3,5,6,1,3,,,,5,5,,,4,,5,,3,6,,,3,,,,5,,3,,6,6,1,5,35,GA,30213,Fulton GA,13
165288794,1,2,3,2,1,3,,5,4,,5,,,5,,,,5,,5,5,1,5,6,,,,6,,,,,3,1,,2,1,5,6,1,19,CA,95207,San Joaquin CA,6
165288797,2,4,3,2,1,4,,4,,,,,4,,4,,4,,4,4,4,4,5,,4,5,,,6,,,5,,6,5,,1,,4,5,40,CA,91754,Los Angeles CA,6
165488092,1,4,2,3,,3,,1,,,,1,,,6,,,6,6,3,5,1,6,6,2,,,,6,6,1,,1,5,,,,,5,10,62,GA,30328,Fulton GA,13
165533918,2,3,1,5,,5,,5,,6,,,4,,3,3,,,5,2,4,,4,,6,,3,,6,4,3,,,,1,4,,,5,,55,OH,45308,Darke OH,39
165603061,2,3,1,1,1,1,,,3,6,,,,6,2,1,,6,,,6,1,6,6,,,3,,,5,2,,1,,,1,6,,6,10,59,TX,78233,Bexar TX,48
165606850,1,5,1,1,1,1,,5,1,2,1,,,,4,,,,6,,2,1,6,,2,2,,6,6,,,1,4,,,,,2,5,12,57,CA,95993,Sutter CA,6
165627046,1,5,1,5,,5,,1,1,,,1,,,,1,,4,3,1,,6,,,,,4,,3,,5,6,,1,1,4,3,,1,9,50,VA,23059,Henrico VA,51
165651107,2,4,1,5,3,3,,5,5,3,,,6,,5,,,,6,,5,5,,,,6,6,,6,5,,5,,,3,,3,6,2,,60,MA,1337,Franklin MA,25
165669256,2,4,7,1,1,2,,6,,6,6,,,,3,,2,,6,3,6,,,,6,6,,6,,6,6,,,,3,,6,6,5,2,61,OH,43748,Perry OH,39
165703090,1,5,3,4,3,3,,5,2,,,1,,6,3,,,,6,,1,1,5,,5,4,1,,6,,6,,,1,,,4,,5,9,51,MA,2143,Middlesex MA,25
165722399,1,3,6,4,3,3,,3,,3,4,1,6,,,,4,,,4,5,,,5,6,6,5,,5,,,,6,4,,,,6,5,5,59,VT,5733,Rutland VT,50
165737677,2,2,7,4,,5,1,,,1,,1,1,1,1,,,,,1,,6,,,6,2,,6,,6,,5,,6,,1,2,,4,5,45,TX,78666,Hays TX,48
165777938,2,3,1,1,1,3,,6,,,6,6,,6,6,,6,6,6,,,,6,,,,6,6,6,,4,6,6,,,1,,,2,,59,MS,38863,Pontotoc MS,28
165789851,2,3,1,6,2,4,3,3,4,,5,,4,4,,,,5,5,,,,,3,,6,,6,2,3,,4,,3,1,,,,3,8,60,FL,32619,Gilchrist FL,12
165852690,2,3,1,5,3,4,,4,3,3,,2,4,,,2,,,4,,,5,,,5,,6,6,5,,2,5,5,,3,,,,1,,47,FL,32570,Santa Rosa FL,12
165911463,1,5,1,5,,4,1,,,,,,1,2,2,4,,,4,,2,4,,,,4,,5,,1,6,,4,1,,3,,4,5,5,47,IL,60561,DuPage IL,17
165914318,2,5,1,5,,5,1,1,,,,1,1,,2,,,,,1,3,5,,2,6,6,,6,,,2,,5,5,1,,,,2,,62,NM,87107,Bernalillo NM,35
165977154,1,4,1,5,3,4,,5,,5,,2,3,,,2,5,,,4,5,,5,,5,6,,,3,6,6,,,3,2,,,,5,3,55,MO,65240,Boone MO,29
166455316,2,2,3,,1,3,,1,2,1,,,1,1,,,1,,3,3,,,,,,,2,,,1,3,,1,6,,4,6,6,6,1,46,NM,87121,Bernalillo NM,35
166495278,1,3,1,5,,5,4,5,,,,,,5,5,,5,6,5,4,,,5,,6,,2,,,4,,5,,4,1,2,,,6,6,60,AZ,85204,Maricopa AZ,4
166503706,2,6,1,1,1,1,,,3,4,5,,,5,4,,,6,,4,,1,5,,5,4,,6,6,5,4,,2,,,,,,5,7,57,AZ,85225,Maricopa AZ,4
166515605,2,6,1,3,3,3,5,,5,,4,2,,4,4,3,,,,,,2,,5,6,,,6,,6,,5,1,,,,4,4,2,8,63,IN,47331,Fayette IN,18
166554549,2,4,1,5,,5,,3,6,,,,,5,5,6,,,2,,6,,,1,,,6,,,3,,6,,1,,5,6,6,2,7,57,MD,21152,Baltimore MD,24
166557485,2,6,1,1,1,1,6,,,2,,4,6,,,,6,6,6,,,1,,6,,3,,6,,5,,,2,,,2,2,2,6,15,56,CA,95060,Santa Cruz CA,6
166563472,1,6,4,2,1,3,,5,2,2,,1,,5,,2,,,,3,,1,,6,,5,,,6,,,2,5,5,,3,3,,4,11,56,CA,94539,Alameda CA,6
166563766,2,6,1,4,3,3,,4,,3,,,,6,,,4,5,6,,4,1,6,6,3,,5,,,,5,,,,,1,1,1,,4,61,IN,46383,Porter IN,18
166564049,1,6,1,7,2,5,5,,6,6,,1,,,6,,4,5,5,,,,3,,,6,,6,,6,,,,2,1,5,5,,2,9,61,VA,23901,Prince Edward VA,51
166566051,1,3,1,1,1,1,3,,,,4,5,5,6,,5,,6,6,,,,,,,4,2,3,6,,5,,3,,2,,3,,5,10,52,NM,87059,Bernalillo NM,35
166569748,2,6,1,6,2,4,,,5,4,6,,6,,,3,,5,6,,,6,4,2,,4,,,4,5,,4,,,1,,6,,1,3,54,TX,78641,Williamson TX,48
166593020,1,6,1,5,,4,,3,4,4,,,,,4,4,,5,5,,,6,5,,,6,3,4,3,,,6,,1,,3,,,1,11,58,PA,17263,Franklin PA,42
166599072,2,2,2,1,1,3,,,,,4,2,2,5,5,3,5,,5,,,,,6,,6,6,,6,5,3,,,3,,,6,,2,1,52,MI,48203,Wayne MI,26
166611731,2,6,1,1,1,1,4,4,5,4,6,1,2,3,4,2,6,5,5,4,4,1,5,6,6,6,5,6,6,6,4,1,3,6,2,3,5,3,3,6,61,TN,37130,Rutherford TN,47
166613557,1,6,1,5,,4,4,,,,5,3,,,6,,5,5,,4,,5,6,,,,6,6,,6,2,,,,1,,3,4,2,12,60,VA,22309,Fairfax VA,51
166619405,2,6,1,7,2,4,,5,,2,,4,4,,,,,5,,4,4,3,,,6,6,2,6,,,2,,,1,,6,5,,6,,60,IL,60015,Lake IL,17
166630185,1,6,1,5,,3,3,3,,4,3,,3,,,4,,,3,4,,,,,,5,,5,4,,4,,5,2,,4,5,,5,11,51,MO,63131,St. Louis MO,29
166635290,2,6,1,7,2,5,2,1,,,,,1,2,1,,4,5,,,,5,5,6,,5,,6,,6,,,5,,,3,,6,2,10,60,TX,79360,Gaines TX,48
166644784,1,3,1,7,2,4,1,2,5,,,,2,3,,2,,,,3,2,,2,1,,,,,,5,,6,2,,1,2,5,,5,3,64,AZ,85140,Maricopa AZ,4
166662315,1,5,1,4,,3,1,,1,,1,1,1,,,1,1,,,1,,,4,3,,3,4,6,,,,5,4,,,,3,,6,,57,LA,70517,St. Martin Parish LA,22
166663720,2,3,1,6,2,,6,,,,,3,4,5,,,,,,,,,,,5,6,,,6,6,,,,,,,,,5,2,53,MS,38834,Alcorn MS,28
166692069,2,6,1,5,3,4,,6,,6,6,3,6,,,,6,6,,,6,,5,6,,6,6,6,,6,,,,,1,,,6,2,5,64,AZ,86413,Mohave AZ,4
166734648,1,5,1,1,1,2,,,2,,6,1,5,6,,2,5,,,,4,,6,,5,4,,,,6,1,,,2,,2,,1,6,9,62,MN,55410,Hennepin MN,27
166762146,2,6,1,1,1,1,5,5,1,1,1,1,2,5,2,2,6,5,6,1,5,1,4,5,5,6,6,6,6,5,5,2,1,6,1,1,1,1,6,9,57,OR,97070,Clackamas OR,41
166769214,2,6,1,5,3,4,,5,5,4,,,4,,6,,,,6,5,4,,4,,,4,2,,6,6,,1,2,,,1,,,4,13,54,IN,46220,Marion IN,18
166799492,1,6,1,7,2,5,2,,6,5,4,5,,3,,4,5,,,,,,,,,6,,6,6,,4,,1,1,1,,6,,4,11,56,MT,59804,Missoula MT,30
166940012,1,4,1,4,3,4,5,6,2,1,3,4,5,6,1,2,1,6,6,2,1,1,6,6,1,1,1,6,6,6,4,6,1,2,6,3,1,1,6,,74,TX,75206,Dallas TX,48
167020021,2,3,1,4,,3,5,,,,5,2,,6,4,,6,,,5,6,,,5,,5,5,,,5,,,,1,,,,1,6,2,36,NM,88310,Otero NM,35
167047556,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,35,TN,37777,Blount TN,47
167434824,2,2,1,1,1,,5,5,,,,,,5,3,3,,3,3,,,,6,,,,6,6,5,5,,4,,,6,,5,,3,1,31,VA,24631,Buchanan VA,51
167452371,1,2,1,2,1,,2,,4,,3,1,,,,4,,5,,4,,2,6,,,,3,,5,4,2,,6,,,4,1,,6,3,65,TN,37909,Knox TN,47
